Tijd (s),Spanning (V)
-0.000650000999999999,0.012
-0.0006400009999999994,-0.016
-0.000630000999999999,0.016
-0.0006200009999999994,-0.012
-0.0006100009999999989,0.012
-0.0006000009999999993,-0.016
-0.0005900009999999989,0.012
-0.0005800009999999993,-0.016
-0.0005700009999999988,0.012
-0.0005600009999999992,0.012
-0.0005500009999999987,-0.016
-0.0005400009999999992,-0.008
-0.0005300009999999987,0.016
-0.0005200009999999991,0.024
-0.0005100009999999995,-0.008
-0.000500000999999999,0.016
-0.0004900009999999995,-0.008
-0.000480000999999999,-0.016
-0.0004700009999999994,0.012
-0.00046000099999999895,-0.004
-0.00045000099999999935,0.02
-0.0004400009999999989,0.028
-0.0004300009999999993,-0.008
-0.00042000099999999884,-0.012
-0.00041000099999999925,0.016
-0.0004000009999999988,0.02
-0.0003900009999999992,-0.004
-0.00038000099999999874,-0.008
-0.00037000099999999914,0.016
-0.0003600009999999987,-0.012
-0.0003500009999999991,0.02
-0.0003400009999999995,0.02
-0.00033000099999999904,-0.008
-0.00032000099999999945,0.02
-0.000310000999999999,-0.004
-0.0003000009999999994,0.008
-0.00029000099999999893,0.032
-0.00028000099999999934,0.008
-0.0002700009999999989,0.032
-0.0002600009999999993,0.0
-0.00025000099999999883,0.024
-0.00024000099999999924,0.02
-0.00023000099999999878,-0.004
-0.00022000099999999918,-0.016
-0.00021000099999999872,0.02
-0.00020000099999999913,0.024
-0.00019000099999999867,-0.008
-0.00018000099999999908,-0.016
-0.00017000099999999949,0.024
-0.00016000099999999903,-0.004
-0.00015000099999999943,0.02
-0.00014000099999999897,0.016
-0.00013000099999999938,-0.012
-0.00012000099999999892,-0.016
-0.00011000099999999933,0.012
-0.00010000099999999887,-0.016
-9.000099999999928e-05,0.016
-8.000099999999882e-05,-0.012
-7.000099999999922e-05,0.016
-6.0000999999998764e-05,-0.016
-5.000099999999917e-05,0.008
-4.000099999999871e-05,0.008
-3.000099999999912e-05,-0.028
-2.000099999999866e-05,-0.016
-1.0000999999999066e-05,-0.068
-9.999999994736442e-10,-0.088
9.999000000000986e-06,-0.048
1.999900000000058e-05,-0.072
2.999900000000104e-05,-0.048
3.999900000000063e-05,-0.044
4.999900000000109e-05,-0.064
5.9999000000000684e-05,-0.06
6.999900000000114e-05,-0.016
7.999900000000074e-05,-0.024
8.99990000000012e-05,0.028
9.999900000000079e-05,0.016
0.00010999900000000125,0.048
0.00011999900000000084,0.036
0.0001299990000000013,0.064
0.0001399990000000009,0.044
0.00014999900000000135,0.072
0.00015999900000000095,0.068
0.00016999900000000054,0.04
0.000179999000000001,0.052
0.0001899990000000006,0.028
0.00019999900000000105,0.056
0.00020999900000000064,0.028
0.0002199990000000011,0.04
0.0002299990000000007,0.016
0.00023999900000000116,0.028
0.00024999900000000075,0.0
0.0002599990000000012,0.028
0.0002699990000000008,0.0
0.00027999900000000126,-0.008
0.00028999900000000085,0.02
0.0002999990000000013,0.02
0.0003099990000000009,-0.004
0.00031999900000000137,0.004
0.00032999900000000096,0.036
0.00033999900000000055,0.028
0.000349999000000001,0.0
0.0003599990000000006,0.012
0.00036999900000000106,-0.008
0.00037999900000000066,-0.004
0.0003899990000000011,0.02
0.0003999990000000007,-0.004
0.00040999900000000117,0.024
0.00041999900000000076,0.016
0.0004299990000000012,-0.016
0.0004399990000000008,-0.008
0.0004499990000000013,0.016
0.00045999900000000087,0.012
0.0004699990000000013,-0.016
0.0004799990000000009,-0.024
0.0004899990000000014,0.004
0.000499999000000001,0.016
0.0005099990000000006,-0.016
0.000519999000000001,0.008
0.0005299990000000006,-0.02
0.0005399990000000011,-0.016
0.0005499990000000007,0.024
0.0005599990000000011,0.028
0.0005699990000000007,-0.016
0.0005799990000000012,-0.008
0.0005899990000000008,0.016
0.0005999990000000012,-0.012
0.0006099990000000008,0.008
0.0006199990000000013,0.016
0.0006299990000000009,-0.012
0.0006399990000000013,0.016
0.0006499990000000009,-0.012
0.0006599990000000014,0.024
0.000669999000000001,-0.02
0.0006799990000000014,-0.012
0.000689999000000001,0.012
0.0006999990000000006,0.012
0.0007099990000000011,-0.012
0.0007199990000000007,0.008
0.0007299990000000011,-0.024
0.0007399990000000007,-0.012
0.0007499990000000012,0.016
0.0007599990000000008,-0.012
0.0007699990000000012,0.024
0.0007799990000000008,-0.008
0.0007899990000000013,0.024
0.0007999990000000009,-0.016
0.0008099990000000013,0.012
0.0008199990000000009,-0.02
0.0008299990000000005,0.02
0.0008399990000000019,0.016
0.0008499990000000015,-0.016
0.000859999000000001,0.016
0.0008699990000000006,-0.016
0.0008799990000000002,-0.008
0.0008899990000000016,0.028
0.0008999990000000012,0.024
0.0009099990000000007,-0.004
0.0009199990000000003,0.012
0.0009299990000000017,-0.016
0.0009399990000000013,-0.012
0.0009499990000000008,0.028
0.0009599990000000004,-0.016
0.0009699990000000018,0.012
0.0009799990000000014,0.024
0.000989999000000001,-0.012
0.0009999990000000005,0.012
0.0010099990000000019,-0.016
0.0010199990000000015,0.012
0.001029999000000001,-0.012
0.0010399990000000007,-0.016
0.0010499990000000002,0.012
0.0010599990000000016,0.008
0.0010699990000000012,-0.016
0.0010799990000000008,-0.008
0.0010899990000000003,0.016
0.0010999990000000017,0.02
0.0011099990000000013,-0.024
0.0011199990000000009,-0.016
0.0011299990000000005,0.012
0.0011399990000000018,-0.012
0.0011499990000000014,0.016
0.001159999000000001,0.016
0.0011699990000000006,-0.012
0.0011799990000000019,0.02
0.0011899990000000015,-0.012
0.001199999000000001,-0.012
0.0012099990000000007,0.024
0.0012199990000000003,0.024
0.0012299990000000016,-0.008
0.0012399990000000012,0.008
0.0012499990000000008,-0.016
0.0012599990000000004,-0.008
0.0012699990000000017,0.02
0.0012799990000000013,0.004
0.0012899990000000009,-0.016
0.0012999990000000005,-0.008
0.0013099990000000018,0.02
0.0013199990000000014,-0.008
0.001329999000000001,0.02
0.0013399990000000006,0.02
0.001349999000000002,-0.012
0.0013599990000000015,0.024
0.001369999000000001,-0.008
0.0013799990000000007,0.016
0.0013899990000000003,-0.024
0.0013999990000000016,-0.02
0.0014099990000000012,0.012
0.0014199990000000008,-0.012
0.0014299990000000004,0.008
0.0014399990000000017,-0.012
0.0014499990000000013,0.008
0.0014599990000000009,-0.016
0.0014699990000000005,0.02
0.0014799990000000018,0.012
0.0014899990000000014,-0.02
0.001499999000000001,-0.008
0.0015099990000000006,0.028
0.001519999000000002,-0.008
0.0015299990000000015,0.02
0.001539999000000001,0.016
0.0015499990000000007,-0.012
0.0015599990000000003,-0.016
0.0015699990000000016,0.02
0.0015799990000000012,-0.02
0.0015899990000000008,0.028
0.0015999990000000004,0.024
0.0016099990000000017,-0.008
0.0016199990000000013,0.0
0.001629999000000001,0.032
0.0016399990000000005,0.024
0.0016499990000000018,0.0
0.0016599990000000014,0.024
0.001669999000000001,-0.016
0.0016799990000000006,-0.012
0.001689999000000002,0.016
0.0016999990000000015,-0.016
0.001709999000000001,0.012
0.0017199990000000007,0.028
0.0017299990000000003,-0.008
0.0017399990000000016,-0.008
0.0017499990000000012,0.024
0.0017599990000000008,0.02
0.0017699990000000004,-0.012
0.0017799990000000017,-0.004
0.0017899990000000013,0.02
0.001799999000000001,0.016
0.0018099990000000005,-0.016
0.0018199990000000018,-0.004
0.0018299990000000014,0.024
0.001839999000000001,0.02
0.0018499990000000006,-0.012
0.001859999000000002,0.024
0.0018699990000000015,-0.008
0.0018799990000000011,0.004
0.0018899990000000007,-0.02
0.0018999990000000003,0.004
0.0019099990000000016,-0.02
0.0019199990000000012,-0.008
0.0019299990000000008,0.016
0.0019399990000000004,-0.008
0.0019499990000000017,0.02
0.0019599990000000013,-0.02
0.001969999000000001,0.02
0.0019799990000000005,0.016
0.001989999000000002,-0.012
0.0019999990000000014,-0.008
0.002009999000000001,0.02
0.0020199990000000006,0.02
0.002029999000000002,-0.008
0.0020399990000000015,0.016
0.002049999000000001,-0.012
0.0020599990000000007,-0.004
0.0020699990000000003,0.016
0.0020799990000000016,-0.012
0.0020899990000000012,0.016
0.002099999000000001,0.012
0.0021099990000000004,-0.012
0.0021199990000000018,0.02
0.0021299990000000013,-0.012
0.002139999000000001,0.012
0.0021499990000000005,-0.02
0.002159999000000002,-0.008
0.0021699990000000014,0.02
0.002179999000000001,0.012
0.0021899990000000006,-0.016
0.002199999000000002,-0.004
0.0022099990000000016,0.024
0.002219999000000001,-0.004
0.0022299990000000007,0.016
0.0022399990000000003,-0.004
0.0022499990000000017,0.016
0.0022599990000000012,0.012
0.002269999000000001,-0.016
0.0022799990000000004,-0.016
0.0022899990000000018,0.012
0.0022999990000000014,-0.008
0.002309999000000001,0.02
0.0023199990000000005,0.016
0.002329999000000002,-0.016
0.0023399990000000015,0.008
0.002349999000000001,-0.028
0.0023599990000000006,0.008
0.002369999000000002,-0.02
0.0023799990000000016,-0.012
0.002389999000000001,0.02
0.0023999990000000007,0.024
0.0024099990000000003,-0.008
0.0024199990000000017,0.024
0.0024299990000000013,-0.016
0.002439999000000001,0.016
0.0024499990000000004,-0.008
0.0024599990000000018,-0.008
0.0024699990000000014,0.012
0.002479999000000001,-0.008
0.0024899990000000006,0.024
0.002499999000000002,-0.012
0.0025099990000000015,0.02
0.002519999000000001,-0.012
0.0025299990000000007,0.02
0.002539999000000002,0.028
0.0025499990000000016,0.0
0.002559999000000001,0.02
0.0025699990000000008,-0.012
0.0025799990000000004,-0.012
0.0025899990000000017,0.024
0.0025999990000000013,0.012
0.002609999000000001,-0.016
0.0026199990000000005,-0.012
0.002629999000000002,0.016
0.0026399990000000014,0.012
0.002649999000000001,-0.012
0.0026599990000000006,-0.024
0.002669999000000002,0.016
0.0026799990000000015,0.02
0.002689999000000001,-0.02
