Tijd (s),Spanning (V)
0.0003839999999999999,0.008
0.00038500000000000003,-0.004
0.00038599999999999995,0.002
0.00038699999999999987,-0.006
0.000388,-0.004
0.0003889999999999999,0.006
0.00039000000000000005,0.006
0.00039099999999999996,-0.006
0.0003919999999999999,-0.004
0.000393,0.002
0.00039399999999999993,-0.01
0.00039500000000000006,0.002
0.000396,0.002
0.0003969999999999999,-0.006
0.000398,-0.002
0.00039899999999999994,-0.012
0.00039999999999999986,-0.008
0.000401,-0.014
0.0004019999999999999,-0.014
0.00040300000000000004,-0.006
0.00040399999999999995,-0.01
0.00040499999999999987,-0.004
0.000406,-0.012
0.0004069999999999999,0.002
0.00040800000000000005,0.002
0.00040899999999999997,-0.006
0.0004099999999999999,-0.006
0.000411,0.01
0.00041199999999999993,0.004
0.00041300000000000006,0.012
0.000414,0.0
0.0004149999999999999,0.008
0.00041600000000000003,0.008
0.00041699999999999994,0.0
0.00041799999999999986,0.002
0.000419,0.008
0.0004199999999999999,0.002
0.00042100000000000004,0.012
0.00042199999999999996,0.012
0.0004229999999999999,0.002
0.000424,0.006
0.0004249999999999999,-0.008
0.00042600000000000005,-0.006
0.00042699999999999997,-0.012
0.0004279999999999999,-0.012
0.000429,-0.004
0.00042999999999999994,-0.008
0.00043099999999999985,0.006
0.000432,-0.004
0.0004329999999999999,0.004
0.00043400000000000003,0.002
0.00043499999999999995,-0.006
0.00043599999999999986,-0.004
0.000437,0.006
0.0004379999999999999,0.006
0.00043900000000000005,-0.004
0.00043999999999999996,0.006
0.0004409999999999999,-0.006
0.000442,-0.006
0.0004429999999999999,0.002
0.00044400000000000006,-0.004
0.000445,0.008
0.0004459999999999999,0.008
0.000447,-0.006
0.00044799999999999994,0.0
0.00044899999999999985,-0.008
0.00045,-0.01
0.0004509999999999999,0.0
0.00045200000000000004,-0.008
0.00045299999999999995,0.002
0.00045399999999999987,-0.004
0.000455,0.002
0.0004559999999999999,-0.006
0.00045700000000000005,0.006
0.00045799999999999997,0.008
0.0004589999999999999,-0.002
0.00046,0.0
0.00046099999999999993,0.008
0.00046200000000000006,0.002
0.000463,0.01
0.0004639999999999999,0.01
0.000465,0.0
0.00046599999999999994,0.004
0.00046699999999999986,-0.006
0.000468,-0.008
0.0004689999999999999,0.004
0.00047000000000000004,-0.01
0.00047099999999999996,0.0
0.00047199999999999987,-0.004
0.000473,0.01
0.0004739999999999999,0.01
0.00047500000000000005,0.004
0.00047599999999999997,0.002
0.0004769999999999999,0.012
0.000478,0.01
0.00047899999999999993,0.0
0.00047999999999999985,0.006
0.000481,-0.004
0.0004819999999999999,-0.002
0.00048300000000000003,0.006
0.00048399999999999995,0.006
0.00048499999999999986,-0.01
0.000486,-0.008
0.0004869999999999999,-0.022
0.00048800000000000004,-0.01
0.000489,-0.018
0.0004899999999999999,-0.018
0.000491,-0.008
0.0004919999999999999,-0.014
0.0004930000000000001,-0.006
0.000494,-0.006
0.0004949999999999999,-0.018
0.000496,-0.018
0.0004969999999999999,-0.004
0.0004979999999999999,-0.006
0.000499,0.0
0.0004999999999999999,-0.008
0.000501,0.002
0.000502,-0.006
0.0005029999999999999,0.004
0.000504,0.0
0.0005049999999999999,0.008
0.000506,0.01
0.000507,0.0
0.0005079999999999999,0.0
0.000509,0.012
0.0005099999999999999,0.014
0.0005109999999999998,0.008
0.000512,0.012
0.0005129999999999999,0.004
0.000514,0.008
0.0005149999999999999,-0.002
0.0005159999999999999,0.008
0.000517,-0.006
0.0005179999999999999,0.004
0.000519,-0.004
0.00052,-0.008
0.0005209999999999999,0.002
0.000522,-0.002
0.0005229999999999999,0.006
0.000524,0.002
0.000525,0.014
0.0005259999999999999,0.016
0.000527,0.002
0.0005279999999999999,0.006
0.0005289999999999998,-0.004
0.00053,0.002
0.0005309999999999999,0.01
0.000532,0.01
0.0005329999999999999,0.002
0.0005339999999999999,0.004
0.000535,-0.01
0.0005359999999999999,-0.008
0.000537,0.004
0.000538,-0.008
0.0005389999999999999,0.004
0.00054,-0.004
0.0005409999999999999,0.006
0.0005420000000000001,0.0
0.000543,0.008
0.0005439999999999999,-0.004
0.000545,0.006
0.0005459999999999999,0.004
0.0005469999999999999,-0.006
0.000548,-0.002
0.0005489999999999999,-0.012
0.00055,-0.012
0.000551,0.0
0.0005519999999999999,-0.01
0.000553,0.006
0.0005539999999999999,0.004
0.000555,-0.008
0.000556,-0.012
0.0005569999999999999,-0.004
0.000558,-0.008
0.0005589999999999999,0.002
0.0005599999999999998,-0.002
0.000561,0.01
0.0005619999999999999,0.002
0.000563,0.01
0.0005639999999999999,0.002
0.0005649999999999999,0.01
0.000566,0.008
0.0005669999999999999,0.0
0.000568,0.006
0.000569,-0.002
0.0005699999999999999,0.002
0.000571,-0.01
0.0005719999999999999,-0.01
0.000573,0.002
0.000574,0.002
0.0005749999999999999,-0.006
0.000576,-0.002
0.0005769999999999999,-0.012
0.0005779999999999998,-0.008
0.000579,0.002
0.0005799999999999999,0.002
0.000581,-0.006
0.0005819999999999999,0.002
0.0005829999999999999,-0.01
0.000584,-0.006
0.0005849999999999999,-0.014
0.000586,-0.012
0.000587,-0.006
0.0005879999999999999,-0.012
0.000589,-0.002
0.0005899999999999999,-0.006
0.000591,0.002
0.000592,-0.002
0.0005929999999999999,-0.012
0.000594,-0.006
0.0005949999999999999,-0.016
0.0005959999999999999,-0.016
0.000597,0.0
0.0005979999999999999,-0.002
0.000599,-0.008
0.0006,-0.004
0.0006009999999999999,-0.016
0.000602,-0.014
0.0006029999999999999,-0.006
0.000604,-0.01
0.000605,0.006
0.0006059999999999999,0.0
0.000607,0.01
0.0006079999999999999,0.01
0.0006089999999999998,-0.004
0.00061,-0.006
0.0006109999999999999,0.004
0.000612,0.002
0.0006129999999999999,0.01
0.0006139999999999999,0.01
0.000615,0.004
0.0006159999999999999,0.002
0.000617,0.008
0.000618,0.004
0.0006189999999999999,0.01
0.00062,0.012
0.0006209999999999999,0.002
0.000622,0.002
0.000623,0.012
0.0006239999999999999,0.006
0.000625,0.014
0.0006259999999999999,0.014
0.0006269999999999998,0.002
0.000628,0.014
0.0006289999999999999,0.002
0.00063,0.004
0.0006309999999999999,0.012
0.0006319999999999999,0.008
0.000633,-0.004
0.0006339999999999999,-0.002
0.000635,0.008
0.000636,0.004
0.0006369999999999999,-0.008
0.000638,-0.002
0.0006389999999999999,-0.01
0.00064,0.0
0.000641,-0.01
0.0006419999999999999,-0.008
0.000643,-0.014
0.0006439999999999999,-0.014
0.0006449999999999998,0.004
0.000646,0.006
0.0006469999999999999,-0.006
0.000648,-0.006
0.000649,0.01
0.0006499999999999999,0.01
0.000651,-0.002
0.0006519999999999999,-0.002
0.000653,0.006
0.000654,0.002
0.0006549999999999999,-0.006
0.000656,0.002
0.0006569999999999999,-0.008
0.0006579999999999998,-0.008
0.000659,0.002
0.0006599999999999999,-0.002
0.000661,0.006
0.0006619999999999999,0.0
0.0006629999999999999,0.006
0.000664,0.002
0.0006649999999999999,-0.014
0.000666,-0.014
0.000667,0.0
0.0006679999999999999,-0.004
0.000669,0.008
0.0006699999999999999,0.006
0.000671,0.014
0.000672,0.012
0.0006729999999999999,0.02
0.000674,0.022
0.0006749999999999999,0.01
0.0006759999999999998,0.012
0.000677,-0.002
0.0006779999999999999,-0.006
0.000679,0.002
0.0006799999999999999,0.002
0.0006809999999999999,-0.004
0.000682,-0.002
0.0006829999999999999,-0.008
0.000684,-0.006
0.000685,0.0
0.0006859999999999999,-0.006
0.000687,0.008
0.0006879999999999999,0.006
0.000689,0.014
0.00069,0.016
0.0006909999999999999,0.008
0.000692,0.01
0.0006929999999999999,0.018
0.0006939999999999998,0.014
0.000695,0.004
0.0006959999999999999,0.0
0.000697,0.012
0.0006979999999999999,0.014
0.0006989999999999999,0.006
